City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Yining,CN,2020-11-02 19:14:18,29.04,114.56,53.71,76,5,2.04
289,Hambantota,LK,2020-11-02 19:14:18,6.12,81.12,77.0,100,90,4.7
290,Oktyabrskoye,RU,2020-11-02 19:14:18,43.06,44.74,42.8,93,93,4.47
291,Antofagasta,CL,2020-11-02 19:10:33,-23.65,-70.4,64.4,63,20,14.99
292,Tessalit,ML,2020-11-02 19:14:18,20.2,1.01,77.45,17,100,9.98
293,Nuuk,GL,2020-11-02 19:11:26,64.18,-51.72,24.8,49,75,9.17
294,Gorey,IE,2020-11-02 19:14:19,52.67,-6.29,43.0,81,3,5.99
295,Pochutla,MX,2020-11-02 19:14:19,15.74,-96.47,86.63,57,48,6.42
296,Hearst,CA,2020-11-02 19:14:19,49.68,-83.67,33.8,74,100,12.75
297,Negara,ID,2020-11-02 19:14:19,-8.32,114.6,76.87,83,100,1.25
298,Quatre Cocos,MU,2020-11-02 19:14:19,-20.21,57.76,71.6,68,75,5.82
299,Vila Velha,BR,2020-11-02 19:12:57,-20.33,-40.29,75.2,64,75,17.22
300,Praia,CV,2020-11-02 19:14:19,14.92,-23.51,87.8,45,0,9.17
301,Rock Sound,BS,2020-11-02 19:14:19,24.9,-76.2,80.37,78,100,18.81
302,Birao,CF,2020-11-02 19:14:20,10.28,22.79,81.21,34,28,5.55
303,Namatanai,PG,2020-11-02 19:14:20,-3.67,152.43,80.08,80,4,3.96
304,Duzce,TR,2020-11-02 19:14:20,40.84,31.16,51.17,62,0,2.13
